index,id,title,actors,director
1663,311,Once Upon a Time in America,Robert De Niro James Woods Elizabeth McGovern,Sergio Leone
1665,11162,The Merchant of Venice,Al Pacino Jeremy Irons Joseph Fiennes,Michael Radford
1666,6016,The Good Thief,Nick Nolte Tchéky Karyo Nutsa Kukhianidze,Neil Jordan
1668,13967,Miss Potter,Ewan McGregor Renée Zellweger Emily Watson,Chris Noonan
1670,9053,DOA: Dead or Alive,Jaime Pressly Devon Aoki Holly Valance,Corey Yuen Kwai
1671,4512,The Assassination of Jesse James by the Coward Robert Ford,Brad Pitt Casey Affleck Sam Shepard,Andrew Dominik
1674,265208,Wild Card,Jason Statham Michael Angarano Milo Ventimiglia,Simon West
1681,10955,Ripley's Game,John Malkovich Ray Winstone Uwe Mansshardt,Liliana Cavani
1682,223702,Sausage Party,Seth Rogen Kristen Wiig Jonah Hill,Conrad Vernon
1683,254470,Pitch Perfect 2,Anna Kendrick Rebel Wilson Hailee Steinfeld,Elizabeth Banks
1684,69,Walk the Line,Joaquin Phoenix Reese Witherspoon Ginnifer Goodwin,James Mangold
1685,4967,Keeping the Faith,Ben Stiller Edward Norton Jenna Elfman,Edward Norton
1686,9449,The Borrowers,John Goodman Jim Broadbent Celia Imrie,Peter Hewitt
1687,11499,Frost/Nixon,Michael Sheen Frank Langella Kevin Bacon,Ron Howard
1688,4912,Confessions of a Dangerous Mind,Sam Rockwell Drew Barrymore Julia Roberts,George Clooney
1689,12771,Serving Sara,Matthew Perry Elizabeth Hurley Vincent Pastore,Reginald Hudlin
1690,323676,The Boss,Melissa McCarthy Peter Dinklage Kristen Bell,Ben Falcone
1692,24071,Mumford,Loren Dean Hope Davis Jason Lee,Lawrence Kasdan
1693,11249,Seed of Chucky,Brad Dourif Jennifer Tilly Billy Boyd,Don Mancini
1694,9667,The Jacket,Adrien Brody Keira Knightley Kris Kristofferson,John Maybury
1695,812,Aladdin,Scott Weinger Robin Williams Linda Larkin,Ron Clements
1696,277216,Straight Outta Compton,O'Shea Jackson Jr. Corey Hawkins Jason Mitchell,F. Gary Gray
1697,87,Indiana Jones and the Temple of Doom,Harrison Ford Kate Capshaw Jonathan Ke Quan,Steven Spielberg
1698,14444,The Rugrats Movie,Whoopi Goldberg David Spade E.G. Daily,Norton Virgien
1699,2043,Along Came a Spider,Morgan Freeman Monica Potter Michael Wincott,Lee Tamahori
1700,315664,Florence Foster Jenkins,Meryl Streep Hugh Grant Rebecca Ferguson,Stephen Frears
1701,1428,Once Upon a Time in Mexico,Antonio Banderas Salma Hayek Johnny Depp,Robert Rodriguez
1702,562,Die Hard,Bruce Willis Alan Rickman Alexander Godunov,John McTiernan
1703,15373,Role Models,Seann William Scott Paul Rudd Elizabeth Banks,David Wain
1704,318846,The Big Short,Christian Bale Steve Carell Ryan Gosling,Adam McKay
1705,26320,Taking Woodstock,Demetri Martin Imelda Staunton Henry Goodman,Ang Lee
1706,14292,Miracle,Kurt Russell Patricia Clarkson Noah Emmerich,Gavin O'Connor
1707,924,Dawn of the Dead,Sarah Polley Ving Rhames Jake Weber,Zack Snyder
1708,2018,The Wedding Planner,Jennifer Lopez Matthew McConaughey Justin Chambers,Adam Shankman
1710,9428,The Royal Tenenbaums,Gene Hackman Anjelica Huston Ben Stiller,Wes Anderson
1711,2832,Identity,John Cusack Ray Liotta Amanda Peet,James Mangold
1712,137093,Last Vegas,Robert De Niro Morgan Freeman Michael Douglas,Jon Turteltaub
1713,699,For Your Eyes Only,Roger Moore Carole Bouquet Chaim Topol,John Glen
1714,9778,Serendipity,John Cusack Kate Beckinsale Jeremy Piven,Peter Chelsom
1715,8831,Timecop,Jean-Claude Van Damme Mia Sara Ron Silver,Peter Hyams
1716,9398,Zoolander,Ben Stiller Owen Wilson Christine Taylor,Ben Stiller
1717,112949,Safe Haven,Julianne Hough Josh Duhamel Cobie Smulders,Lasse Hallström
1718,10439,Hocus Pocus,Bette Midler Sarah Jessica Parker Kathy Najimy,Kenny Ortega
1719,3638,No Reservations,Catherine Zeta-Jones Aaron Eckhart Abigail Breslin,Scott Hicks
1720,23483,Kick-Ass,Aaron Taylor-Johnson Chloë Grace Moretz Christopher Mintz-Plasse,Matthew Vaughn
1721,62206,30 Minutes or Less,Jesse Eisenberg Danny McBride Aziz Ansari,Ruben Fleischer
1722,10577,Dracula 2000,Gerard Butler Christopher Plummer Jonny Lee Miller,Patrick Lussier
1724,4348,Pride & Prejudice,Keira Knightley Matthew Macfadyen Rosamund Pike,Joe Wright
1725,78,Blade Runner,Harrison Ford Rutger Hauer Sean Young,Ridley Scott
1726,11780,Rob Roy,Liam Neeson Jessica Lange John Hurt,Michael Caton-Jones
1727,192102,3 Days to Kill,Kevin Costner Amber Heard Hailee Steinfeld,McG
1728,2001,We Own the Night,Joaquin Phoenix Eva Mendes Alex Veadov,James Gray
1730,11516,Winged Migration,Philippe Labro Jacques Perrin,Jacques Perrin
1731,10025,Just My Luck,Lindsay Lohan Samaire Armstrong Chris Pine,Donald Petrie
1732,15198,"Mystery, Alaska",Russell Crowe Hank Azaria Mary McCormack,Jay Roach
1733,23172,The Spy Next Door,Amber Valletta Lucas Till Jackie Chan,Brian Levant
1734,17834,A Simple Wish,Martin Short Kathleen Turner Mara Wilson,Michael Ritchie
1735,10016,Ghosts of Mars,Natasha Henstridge Ice Cube Jason Statham,John Carpenter
1736,10317,Our Brand Is Crisis,Sandra Bullock Anthony Mackie Billy Bob Thornton,David Gordon Green
1737,58431,Pride and Prejudice and Zombies,Lily James Sam Riley Jack Huston,Burr Steers
1738,9746,Kundun,Tenzin Thuthob Tsarong Tencho Gyalpo Tsewang Migyur Khangsar,Martin Scorsese
1739,13092,How to Lose Friends & Alienate People,Kelan Pannell Janette Scott Simon Pegg,Robert B. Weide
1740,59859,Kick-Ass 2,Aaron Taylor-Johnson Chloë Grace Moretz Christopher Mintz-Plasse,Jeff Wadlow
1742,254473,Brick Mansions,Paul Walker David Belle RZA,Camille Delamarre
1743,700,Octopussy,Roger Moore Maud Adams Louis Jourdan,John Glen
1744,4964,Knocked Up,Seth Rogen Katherine Heigl Leslie Mann,Judd Apatow
1745,10024,My Sister's Keeper,Cameron Diaz Alec Baldwin Abigail Breslin,Nick Cassavetes
1747,15927,A Passage to India,Judy Davis Alec Guinness Peggy Ashcroft,David Lean
1748,1259,Notes on a Scandal,Judi Dench Cate Blanchett Bill Nighy,Richard Eyre
1750,174,Star Trek VI: The Undiscovered Country,William Shatner Leonard Nimoy DeForest Kelley,Nicholas Meyer
1751,9583,Divine Secrets of the Ya-Ya Sisterhood,Sandra Bullock Ellen Burstyn Fionnula Flanagan,Callie Khouri
1752,9437,Kiss the Girls,Morgan Freeman Ashley Judd Cary Elwes,Gary Fleder
1753,525,The Blues Brothers,Dan Aykroyd John Belushi James Brown,John Landis
1754,10188,The Sisterhood of the Traveling Pants 2,Alexis Bledel Amber Tamblyn America Ferrera,Sanaa Hamri
1755,63574,Joyful Noise,Queen Latifah Dolly Parton Keke Palmer,Todd Graff
1756,245,About a Boy,Hugh Grant Nicholas Hoult Toni Collette,Chris Weitz
1757,9825,Lake Placid,Bill Pullman Bridget Fonda Oliver Platt,Steve Miner
1758,186,Lucky Number Slevin,Josh Hartnett Bruce Willis Lucy Liu,Paul McGuigan
1759,9549,The Right Stuff,Fred Ward Dennis Quaid Ed Harris,Philip Kaufman
1761,34584,The NeverEnding Story,Barret Oliver Gerald McRaney Noah Hathaway,Wolfgang Petersen
1762,2666,Dark City,Rufus Sewell William Hurt Kiefer Sutherland,Alex Proyas
1763,12783,The Duchess,Keira Knightley Ralph Fiennes Aidan McArdle,Saul Dibb
1764,13155,Return to Oz,Fairuza Balk Nicol Williamson Jean Marsh,Walter Murch
1765,42807,The Newton Boys,Matthew McConaughey Skeet Ulrich Ethan Hawke,Richard Linklater
1766,28355,Case 39,Renée Zellweger Jodelle Ferland Ian McShane,Christian Alvart
1767,8080,Suspect Zero,Carrie-Anne Moss Aaron Eckhart Ben Kingsley,E. Elias Merhige
1770,303858,Money Monster,George Clooney Julia Roberts Jack O'Connell,Jodie Foster
1771,1613,The 51st State,Samuel L. Jackson Robert Carlyle Emily Mortimer,Ronny Yu
1772,31582,Flawless,Robert De Niro Philip Seymour Hoffman Barry Miller,Joel Schumacher
1773,16617,Mindhunters,LL Cool J Jonny Lee Miller Kathryn Morris,Renny Harlin
1777,14560,Paul Blart: Mall Cop,Kevin James Keir O'Donnell Jayma Mays,Steve Carr
1778,10330,Freaky Friday,Jamie Lee Curtis Lindsay Lohan Mark Harmon,Mark Waters
1779,6957,The 40 Year Old Virgin,Steve Carell Catherine Keener Paul Rudd,Judd Apatow
1780,1934,Shakespeare in Love,Joseph Fiennes Gwyneth Paltrow Geoffrey Rush,John Madden
1781,169917,A Walk Among the Tombstones,Liam Neeson Dan Stevens David Harbour,Scott Frank
1782,951,Kindergarten Cop,Arnold Schwarzenegger Penelope Ann Miller Pamela Reed,Ivan Reitman
1783,10189,Pineapple Express,Seth Rogen James Franco Danny McBride,David Gordon Green
1784,9454,Ever After: A Cinderella Story,Drew Barrymore Dougray Scott Anjelica Huston,Andy Tennant
1785,2055,Open Range,Kevin Costner Robert Duvall Michael Gambon,Kevin Costner
1786,1551,Flatliners,Kiefer Sutherland Julia Roberts Kevin Bacon,Joel Schumacher
1787,5902,A Bridge Too Far,Dirk Bogarde James Caan Michael Caine,Richard Attenborough
1788,11460,Red Eye,Rachel McAdams Cillian Murphy Brian Cox,Wes Craven
1789,9358,Final Destination 2,Ali Larter A.J. Cook Michael Landes,David R. Ellis
1790,134,"O Brother, Where Art Thou?",George Clooney John Turturro Tim Blake Nelson,Joel Coen
1791,22894,Legion,Paul Bettany Dennis Quaid Kevin Durand,Scott Stewart
1792,134374,Pain & Gain,Mark Wahlberg Dwayne Johnson Anthony Mackie,Michael Bay
1793,1901,In Good Company,Topher Grace Scarlett Johansson Dennis Quaid,Paul Weitz
1794,15028,Clockstoppers,Jesse Bradford Paula Garcés Robin Thomas,Jonathan Frakes
1795,11509,Silverado,Kevin Kline Scott Glenn Kevin Costner,Lawrence Kasdan
1796,7445,Brothers,Tobey Maguire Jake Gyllenhaal Natalie Portman,Jim Sheridan
1797,17047,Agent Cody Banks 2: Destination London,Frankie Muniz Anthony Anderson Hannah Spearritt,Kevin Allen
1798,62838,New Year's Eve,Robert De Niro Katherine Heigl Ashton Kutcher,Garry Marshall
1799,2057,Original Sin,Angelina Jolie Antonio Banderas Gregory Itzin,Michael Cristofer
1800,70436,The Raven,John Cusack Luke Evans Alice Eve,James McTeigue
1801,16784,Welcome to Mooseport,Ray Romano Gene Hackman Marcia Gay Harden,Donald Petrie
1802,8011,Highlander: The Final Dimension,Christopher Lambert Mario Van Peebles Deborah Kara Unger,Andrew Morahan
1803,31640,Blood and Wine,Jack Nicholson Stephen Dorff Jennifer Lopez,Bob Rafelson
1805,2779,The Curse of the Jade Scorpion,Dan Aykroyd Helen Hunt Woody Allen,Woody Allen
1807,36355,Flipper,Elijah Wood Paul Hogan Jonathan Banks,Alan Shapiro
1808,238615,Self/less,Ryan Reynolds Ben Kingsley Natalie Martinez,Tarsem Singh
1809,1985,The Constant Gardener,Ralph Fiennes Rachel Weisz Danny Huston,Fernando Meirelles
1810,615,The Passion of the Christ,Jim Caviezel Maia Morgenstern Monica Bellucci,Mel Gibson
1811,788,Mrs. Doubtfire,Robin Williams Sally Field Pierce Brosnan,Chris Columbus
1812,380,Rain Man,Dustin Hoffman Tom Cruise Valeria Golino,Barry Levinson
1813,13223,Gran Torino,Clint Eastwood Christopher Carley Bee Vang,Clint Eastwood
1814,10523,W.,Josh Brolin Elizabeth Banks Ellen Burstyn,Oliver Stone
1815,8681,Taken,Liam Neeson Famke Janssen Maggie Grace,Pierre Morel
1817,619,The Bodyguard,Whitney Houston Kevin Costner Michele Lamar Richards,Mick Jackson
1818,424,Schindler's List,Liam Neeson Ben Kingsley Ralph Fiennes,Steven Spielberg
1819,50014,The Help,Emma Stone Viola Davis Octavia Spencer,Tate Taylor
1821,11024,Scooby-Doo 2: Monsters Unleashed,Freddie Prinze Jr. Sarah Michelle Gellar Matthew Lillard,Raja Gosnell
1823,6466,Freddy vs. Jason,Robert Englund Ken Kirzinger Jason Ritter,Ronny Yu
1824,254024,The Face of an Angel,Kate Beckinsale Cara Delevingne Daniel Brühl,Michael Winterbottom
1825,12589,Jimmy Neutron: Boy Genius,Debi Derryberry Megan Cavanagh Mark DeCarlo,John A. Davis
1826,7191,Cloverfield,Lizzy Caplan Jessica Lucas Odette Annable,Matt Reeves
1827,1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Paige Turco David Warner Michelan Sisti,Michael Pressman
1828,117,The Untouchables,Kevin Costner Sean Connery Charles Martin Smith,Brian De Palma
1829,6977,No Country for Old Men,Tommy Lee Jones Javier Bardem Josh Brolin,Joel Coen
1830,168530,Ride Along,Ice Cube Kevin Hart John Leguizamo,Tim Story
1831,634,Bridget Jones's Diary,Renée Zellweger Colin Firth Hugh Grant,Sharon Maguire
1832,392,Chocolat,Juliette Binoche Alfred Molina Johnny Depp,Lasse Hallström
1833,10327,"Legally Blonde 2: Red, White & Blonde",Reese Witherspoon Sally Field Regina King,Charles Herman-Wurmfeld
1834,88042,Parental Guidance,Billy Crystal Bette Midler Marisa Tomei,Andy Fickman
1835,41630,No Strings Attached,Natalie Portman Ashton Kutcher Kevin Kline,Ivan Reitman
1836,11969,Tombstone,Kurt Russell Val Kilmer Sam Elliott,George P. Cosmatos
1837,2085,Romeo Must Die,Jet Li Aaliyah Isaiah Washington,Andrzej Bartkowiak
1838,794,The Omen,Gregory Peck Lee Remick David Warner,Richard Donner
1839,9286,Final Destination 3,Mary Elizabeth Winstead Ryan Merriman Kris Lemche,James Wong
1840,77877,The Lucky One,Zac Efron Blythe Danner Taylor Schilling,Scott Hicks
1841,1265,Bridge to Terabithia,Josh Hutcherson AnnaSophia Robb Robert Patrick,Gábor Csupó
1842,866,Finding Neverland,Johnny Depp Kate Winslet Julie Christie,Marc Forster
1844,75174,The Grey,Liam Neeson Dermot Mulroney Frank Grillo,Joe Carnahan
1845,11096,Hide and Seek,Robert De Niro Dakota Fanning Famke Janssen,John Polson
1846,8699,Anchorman: The Legend of Ron Burgundy,Will Ferrell Christina Applegate Paul Rudd,Adam McKay
1847,769,GoodFellas,Robert De Niro Ray Liotta Joe Pesci,Martin Scorsese
1848,10923,Agent Cody Banks,Frankie Muniz Hilary Duff Angie Harmon,Harald Zwart
1849,11283,Nanny McPhee,Emma Thompson Colin Firth Kelly Macdonald,Kirk Jones
1850,111,Scarface,Al Pacino Steven Bauer Michelle Pfeiffer,Brian De Palma
1851,11676,Nothing to Lose,Tim Robbins Martin Lawrence John C. McGinley,Steve Oedekerk
1852,746,The Last Emperor,John Lone Peter O'Toole Joan Chen,Bernardo Bertolucci
1853,77866,Contraband,Mark Wahlberg Kate Beckinsale Ben Foster,Baltasar Kormákur
1854,9416,Money Talks,Chris Tucker Charlie Sheen Heather Locklear,Brett Ratner
1855,7345,There Will Be Blood,Daniel Day-Lewis Paul Dano Dillon Freasier,Paul Thomas Anderson
1858,12277,Undercover Brother,Eddie Griffin Chris Kattan Denise Richards,Malcolm D. Lee
1859,9779,The Sisterhood of the Traveling Pants,Amber Tamblyn Alexis Bledel America Ferrera,Ken Kwapis
1860,2140,Kiss of the Dragon,Jet Li Bridget Fonda Tchéky Karyo,Chris Nahon
1861,12620,The House Bunny,Anna Faris Emma Stone Kat Dennings,Fred Wolf
1862,14177,Beauty Shop,Queen Latifah Alicia Silverstone Andie MacDowell,Bille Woodruff
1863,198185,Million Dollar Arm,Jon Hamm Bill Paxton Lake Bell,Craig Gillespie
1864,227156,The Giver,Jeff Bridges Meryl Streep Brenton Thwaites,Phillip Noyce
1865,10735,What a Girl Wants,Amanda Bynes Colin Firth Kelly Preston,Dennie Gordon
1866,11351,Jeepers Creepers 2,Ray Wise Jonathan Breck Garikayi Mutambirwa,Victor Salva
1867,10030,Good Luck Chuck,Dane Cook Jessica Alba Dan Fogler,Mark Helfrich
1868,10623,Cradle 2 the Grave,Jet Li DMX Kelly Hu,Andrzej Bartkowiak
1869,590,The Hours,Nicole Kidman Julianne Moore Meryl Streep,Stephen Daldry
1870,9655,She's the Man,Amanda Bynes Channing Tatum Laura Ramsey,Andy Fickman
1871,1268,Mr. Bean's Holiday,Rowan Atkinson Max Baldry Emma de Caunes,Steve Bendelack
1872,11237,Anacondas: The Hunt for the Blood Orchid,Johnny Messner KaDee Strickland Matthew Marsden,Dwight H. Little
1874,5123,August Rush,Freddie Highmore Keri Russell Jonathan Rhys Meyers,Kirsten Sheridan
1875,4518,Elizabeth,Cate Blanchett Geoffrey Rush Christopher Eccleston,Shekhar Kapur
1876,11932,Bride of Chucky,Ed Gale Jennifer Tilly Brad Dourif,Ronny Yu
1877,11165,Tora! Tora! Tora!,Martin Balsam Sô Yamamura Joseph Cotten,Richard Fleischer
1878,6116,Spice World,Victoria Beckham Melanie Brown Emma Bunton,Bob Spiers
1879,57431,The Sitter,Sam Rockwell Jonah Hill Max Records,David Gordon Green
1881,278,The Shawshank Redemption,Tim Robbins Morgan Freeman Bob Gunton,Frank Darabont
1882,9290,Crocodile Dundee in Los Angeles,Paul Hogan Linda Kozlowski Jere Burns,Simon Wincer
1883,11543,Kingpin,Woody Harrelson Randy Quaid Vanessa Angel,Bobby Farrelly
1884,284536,The Gambler,Mark Wahlberg John Goodman Brie Larson,Rupert Wyatt
1886,13374,Ice Princess,Michelle Trachtenberg Joan Cusack Amy Stewart,Tim Fywell
1887,8976,A Lot Like Love,Ashton Kutcher Amanda Peet Aimee Garcia,Nigel Cole
1888,319888,Eddie the Eagle,Taron Egerton Hugh Jackman Christopher Walken,Dexter Fletcher
1889,9469,He Got Game,Denzel Washington Ray Allen Milla Jovovich,Spike Lee
1890,1909,Don Juan DeMarco,Johnny Depp Marlon Brando Faye Dunaway,Jeremy Leven
1891,22971,Dear John,Amanda Seyfried Channing Tatum Henry Thomas,Lasse Hallström
1892,34813,The Losers,Jeffrey Dean Morgan Zoe Saldana Chris Evans,Sylvain White
1893,46261,Don't Be Afraid of the Dark,Katie Holmes Guy Pearce Bailee Madison,Troy Nixey
1895,8051,Punch-Drunk Love,Adam Sandler Emily Watson Philip Seymour Hoffman,Paul Thomas Anderson
1896,9352,EuroTrip,Scott Mechlowicz Jacob Pitts Michelle Trachtenberg,Jeff Schaffer
1899,17170,"Bright Lights, Big City",Michael J. Fox Kiefer Sutherland Phoebe Cates,James Bridges
1900,18975,The Adventures of Pinocchio,Martin Landau Jonathan Taylor Thomas Geneviève Bujold,Steve Barron
1901,15487,The Greatest Game Ever Played,Shia LaBeouf Stephen Dillane Josh Flitter,Bill Paxton
1903,11152,The Ruins,Shawn Ashmore Jonathan Tucker Jena Malone,Carter Smith
1904,1831,The Next Best Thing,Madonna Rupert Everett Benjamin Bratt,John Schlesinger
1906,10591,The Girl Next Door,Emile Hirsch Elisha Cuthbert Timothy Olyphant,Luke Greenfield
1907,10861,Maximum Risk,Jean-Claude Van Damme Natasha Henstridge Jean-Hugues Anglade,Ringo Lam
1908,12770,Stealing Harvard,Jason Lee Tom Green Leslie Mann,Bruce McCulloch
1909,276907,Legend,Tom Hardy Emily Browning Christopher Eccleston,Brian Helgeland
1910,10074,Hot Rod,Andy Samberg Isla Fisher Bill Hader,Akiva Schaffer
1911,65055,Shark Night,Sara Paxton Chris Carmack Joel David Moore,David R. Ellis
1912,10397,Angela's Ashes,Emily Watson Robert Carlyle Joe Breen,Alan Parker
1914,11954,Lifeforce,Steve Railsback Peter Firth Frank Finlay,Tobe Hooper
1916,9787,Lords of Dogtown,Emile Hirsch Victor Rasuk Rebecca De Mornay,Catherine Hardwicke
1918,6978,Big Trouble in Little China,Kurt Russell Kim Cattrall Dennis Dun,John Carpenter
1919,133698,Fly Me to the Moon,Diane Kruger Dany Boon Alice Pol,Pascal Chaumeil
1920,59440,Warrior,Tom Hardy Jennifer Morrison Nick Nolte,Gavin O'Connor
1921,1770,Michael Collins,Liam Neeson Aidan Quinn Stephen Rea,Neil Jordan
1922,10655,Gettysburg,Jeff Daniels Tom Berenger Martin Sheen,Ronald F. Maxwell
1923,8988,Stop-Loss,Ryan Phillippe Abbie Cornish Joseph Gordon-Levitt,Kimberly Peirce
1925,17707,Brokedown Palace,Claire Danes Kate Beckinsale Bill Pullman,Jonathan Kaplan
1927,40001,Mrs. Winterbourne,Shirley MacLaine Ricki Lake Brendan Fraser,Richard Benjamin
1929,9903,The Hoax,Richard Gere Alfred Molina Marcia Gay Harden,Lasse Hallström
1931,20766,The Road,Viggo Mortensen Kodi Smit-McPhee Charlize Theron,John Hillcoat
1932,24264,Sheena,Tanya Roberts Ted Wass Donovan Scott,John Guillermin
1934,20309,Say It Isn't So,Chris Klein Heather Graham Orlando Jones,J.B. Rogers
1935,9912,The World's Fastest Indian,Anthony Hopkins Iain Rea Tessa Mitchell,Roger Donaldson
1936,9067,Tank Girl,Lori Petty Ice-T Naomi Watts,Rachel Talalay
1937,27360,King's Ransom,Anthony Anderson Jay Mohr Kellita Smith,Jeffrey W. Byrd
1938,8338,Blindness,Julianne Moore Mark Ruffalo Alice Braga,Fernando Meirelles
1940,72113,Carnage,Kate Winslet Jodie Foster Christoph Waltz,Roman Polanski
1945,152742,The Best Offer,Geoffrey Rush Jim Sturgess Sylvia Hoeks,Giuseppe Tornatore
1946,11699,The Bad Lieutenant: Port of Call - New Orleans,Nicolas Cage Eva Mendes Val Kilmer,Werner Herzog
1952,109091,The Counselor,Michael Fassbender Cameron Diaz Javier Bardem,Ridley Scott
1957,859,Dangerous Liaisons,Glenn Close John Malkovich Michelle Pfeiffer,Stephen Frears
1959,168,Star Trek IV: The Voyage Home,William Shatner Leonard Nimoy DeForest Kelley,Leonard Nimoy
1960,1246,Rocky Balboa,Sylvester Stallone Burt Young Milo Ventimiglia,Sylvester Stallone
1961,4233,Scream 2,David Arquette Neve Campbell Courteney Cox,Wes Craven
1963,184098,Think Like a Man Too,Adam Brody Michael Ealy Jerry Ferrara,Tim Story
1964,2069,The Whole Nine Yards,Bruce Willis Matthew Perry Rosanna Arquette,Jonathan Lynn
1965,1788,Footloose,Kevin Bacon John Lithgow Dianne Wiest,Herbert Ross
1966,11635,Old School,Luke Wilson Will Ferrell Vince Vaughn,Todd Phillips
1967,177,The Fisher King,Jeff Bridges Robin Williams Mercedes Ruehl,Terry Gilliam
1968,3600,I Still Know What You Did Last Summer,Jennifer Love Hewitt Freddie Prinze Jr. Mekhi Phifer,Danny Cannon
1969,2621,Return to Me,David Duchovny Minnie Driver Carroll O'Connor,Bonnie Hunt
1970,10358,Zack and Miri Make a Porno,Seth Rogen Elizabeth Banks Jennifer Schwalbach Smith,Kevin Smith
1971,10480,Nurse Betty,Renée Zellweger Morgan Freeman Chris Rock,Neil LaBute
1972,10313,The Men Who Stare at Goats,George Clooney Ewan McGregor Jeff Bridges,Grant Heslov
1973,18828,Double Take,Orlando Jones Eddie Griffin Garcelle Beauvais,George Gallo
1974,3558,"Girl, Interrupted",Winona Ryder Angelina Jolie Clea DuVall,James Mangold
1975,13476,Win a Date with Tad Hamilton!,Josh Duhamel Kate Bosworth Topher Grace,Robert Luketic
1976,10208,Muppets from Space,Steve Whitmire Dave Goelz Bill Barretta,Tim Hill
1977,24961,The Wiz,Diana Ross Michael Jackson Nipsey Russell,Sidney Lumet
1978,20697,Ready to Rumble,David Arquette Scott Caan Oliver Platt,Brian Robbins
1980,70868,I Don't Know How She Does It,Sarah Jessica Parker Pierce Brosnan Sarah Shahi,Douglas McGrath
1981,43593,Piranha 3D,Elisabeth Shue Adam Scott Jerry O'Connell,Alexandre Aja
1982,6478,Beyond the Sea,Kevin Spacey Kate Bosworth John Goodman,Kevin Spacey
1986,41283,Faster,Dwayne Johnson Billy Bob Thornton Maggie Grace,"George Tillman, Jr."
1987,4935,Howl's Moving Castle,Takuya Kimura Akihiro Miwa Tatsuya Gashûin,Hayao Miyazaki
1988,19908,Zombieland,Jesse Eisenberg Woody Harrelson Emma Stone,Ruben Fleischer
1989,10663,The Waterboy,Adam Sandler Kathy Bates Fairuza Balk,Frank Coraci
1990,1891,The Empire Strikes Back,Mark Hamill Harrison Ford Carrie Fisher,Irvin Kershner
1991,9737,Bad Boys,Will Smith Martin Lawrence Téa Leoni,Michael Bay
1992,37137,The Naked Gun 2½: The Smell of Fear,Leslie Nielsen Priscilla Presley George Kennedy,David Zucker
1993,9532,Final Destination,Devon Sawa Ali Larter Kerr Smith,James Wong
1994,10316,The Ides of March,Ryan Gosling George Clooney Philip Seymour Hoffman,George Clooney
1995,2787,Pitch Black,Vin Diesel Radha Mitchell Cole Hauser,David Twohy
1996,12658,Someone Like You...,Ashley Judd Greg Kinnear Hugh Jackman,Tony Goldwyn
1997,152601,Her,Joaquin Phoenix Scarlett Johansson Rooney Mara,Spike Jonze
1998,10866,Joy Ride,Steve Zahn Paul Walker Leelee Sobieski,John Dahl
2000,21349,Anywhere But Here,Susan Sarandon Natalie Portman Hart Bochner,Wayne Wang
2001,19150,The Crew,Richard Dreyfuss Burt Reynolds Dan Hedaya,Michael Dinner
2002,70435,Haywire,Gina Carano Ewan McGregor Michael Fassbender,Steven Soderbergh
2003,580,Jaws: The Revenge,Lorraine Gary Lance Guest Mario Van Peebles,Joseph Sargent
2004,9819,Marvin's Room,Diane Keaton Meryl Streep Leonardo DiCaprio,Jerry Zaks
2006,20024,The End of the Affair,Ralph Fiennes Stephen Rea Julianne Moore,Neil Jordan
2007,2453,Harley Davidson and the Marlboro Man,Mickey Rourke Don Johnson Chelsea Field,Simon Wincer
2008,6973,In the Valley of Elah,Tommy Lee Jones Charlize Theron Susan Sarandon,Paul Haggis
2009,11156,Coco Before Chanel,Audrey Tautou Benoît Poelvoorde Alessandro Nivola,Anne Fontaine
2012,11632,Vanity Fair,Reese Witherspoon James Purefoy Jonathan Rhys Meyers,Mira Nair
2014,3021,1408,John Cusack Samuel L. Jackson Mary McCormack,Mikael Håfström
2015,957,Spaceballs,Mel Brooks Rick Moranis Bill Pullman,Mel Brooks
2017,251,Ghost,Patrick Swayze Demi Moore Whoopi Goldberg,Jerry Zucker
2018,544,There's Something About Mary,Cameron Diaz Ben Stiller Matt Dillon,Bobby Farrelly
2019,11395,The Santa Clause,Tim Allen Judge Reinhold Wendy Crewson,John Pasquin
2020,14635,The Rookie,Dennis Quaid Rachel Griffiths Beth Grant,John Lee Hancock
2021,13680,The Game Plan,Dwayne Johnson Madison Pettis Kyra Sedgwick,Andy Fickman
2022,688,The Bridges of Madison County,Meryl Streep Clint Eastwood Annie Corley,Clint Eastwood
2023,11090,The Animal,Rob Schneider Colleen Haskell John C. McGinley,Luke Greenfield
2024,783,Gandhi,Ben Kingsley Candice Bergen Edward Fox,Richard Attenborough
2025,228194,The Hundred-Foot Journey,Helen Mirren Manish Dayal Om Puri,Lasse Hallström
2026,1642,The Net,Sandra Bullock Jeremy Northam Dennis Miller,Irwin Winkler
2027,10950,I Am Sam,Sean Penn Michelle Pfeiffer Dianne Wiest,Jessie Nelson
2028,235260,Son of God,Roma Downey Diogo Morgado Louise Delamere,Christopher Spencer
2029,277,Underworld,Kate Beckinsale Scott Speedman Michael Sheen,Len Wiseman
2030,8999,Derailed,Clive Owen Jennifer Aniston Vincent Cassel,Mikael Håfström
2031,11323,The Informant!,Matt Damon Scott Bakula Joel McHale,Steven Soderbergh
2032,10445,Shadowlands,Anthony Hopkins Debra Winger John Wood,Richard Attenborough
2033,11453,Deuce Bigalow: European Gigolo,Rob Schneider Eddie Griffin Jeroen Krabbé,Mike Bigelow
